face_id,face_gender,face_age,rater_id,rater_gender,rater_age,trait,rating
bohdana,female,22,R1920,female,21,trust,7
christianne,female,29,R1920,female,21,trust,1
darjal,female,20,R1920,female,21,trust,4
dobromila,female,23,R1920,female,21,trust,3
dorota,female,26,R1920,female,21,trust,2
edita,female,19,R1920,female,21,trust,5
eleanora,female,22,R1920,female,21,trust,1
elena,female,23,R1920,female,21,trust,2
ema,female,22,R1920,female,21,trust,3
gabriela,female,24,R1920,female,21,trust,6
galina,female,20,R1920,female,21,trust,3
gejza,female,25,R1920,female,21,trust,1
ida,female,21,R1920,female,21,trust,2
ingrid,female,24,R1920,female,21,trust,4
ingrida,female,31,R1920,female,21,trust,5
irena,female,23,R1920,female,21,trust,3
jitka,female,30,R1920,female,21,trust,5
karina,female,30,R1920,female,21,trust,3
katy,female,27,R1920,female,21,trust,7
livia,female,19,R1920,female,21,trust,6
marika,female,20,R1920,female,21,trust,1
matylda,female,20,R1920,female,21,trust,1
milena,female,32,R1920,female,21,trust,1
miloslava,female,23,R1920,female,21,trust,2
nicol,female,26,R1920,female,21,trust,4
perla,female,25,R1920,female,21,trust,6
radmila,female,28,R1920,female,21,trust,2
roxanne,female,26,R1920,female,21,trust,2
saskie,female,20,R1920,female,21,trust,2
slavena,female,23,R1920,female,21,trust,5
stela,female,23,R1920,female,21,trust,2
tamara,female,25,R1920,female,21,trust,1
valerie,female,23,R1920,female,21,trust,2
viktoria,female,20,R1920,female,21,trust,2
viola,female,28,R1920,female,21,trust,6
vlasta,female,20,R1920,female,21,trust,2
zelmira,female,26,R1920,female,21,trust,1
zita,female,32,R1920,female,21,trust,2
zlata,female,25,R1920,female,21,trust,4
zlatica,female,31,R1920,female,21,trust,1
zora,female,33,R1920,female,21,trust,3
agata,female,29,R1921,female,18.7,trust,5
alexandra,female,22,R1921,female,18.7,trust,3
alica,female,18,R1921,female,18.7,trust,6
anastazie,female,22,R1921,female,18.7,trust,1
andrea,female,20,R1921,female,18.7,trust,3
anezka,female,26,R1921,female,18.7,trust,5
apolena,female,18,R1921,female,18.7,trust,5
bera,female,22,R1921,female,18.7,trust,2
blazana,female,27,R1921,female,18.7,trust,4
bohdana,female,22,R1921,female,18.7,trust,5
christianne,female,29,R1921,female,18.7,trust,4
darjal,female,20,R1921,female,18.7,trust,4
dobromila,female,23,R1921,female,18.7,trust,2
dorota,female,26,R1921,female,18.7,trust,5
edita,female,19,R1921,female,18.7,trust,5
eleanora,female,22,R1921,female,18.7,trust,5
elena,female,23,R1921,female,18.7,trust,5
ema,female,22,R1921,female,18.7,trust,5
gabriela,female,24,R1921,female,18.7,trust,4
galina,female,20,R1921,female,18.7,trust,1
gejza,female,25,R1921,female,18.7,trust,2
ida,female,21,R1921,female,18.7,trust,7
ingrid,female,24,R1921,female,18.7,trust,3
ingrida,female,31,R1921,female,18.7,trust,6
irena,female,23,R1921,female,18.7,trust,4
jitka,female,30,R1921,female,18.7,trust,1
karina,female,30,R1921,female,18.7,trust,4
katy,female,27,R1921,female,18.7,trust,4
livia,female,19,R1921,female,18.7,trust,3
marika,female,20,R1921,female,18.7,trust,2
matylda,female,20,R1921,female,18.7,trust,2
milena,female,32,R1921,female,18.7,trust,1
miloslava,female,23,R1921,female,18.7,trust,3
nicol,female,26,R1921,female,18.7,trust,2
perla,female,25,R1921,female,18.7,trust,2
radmila,female,28,R1921,female,18.7,trust,5
roxanne,female,26,R1921,female,18.7,trust,2
saskie,female,20,R1921,female,18.7,trust,5
slavena,female,23,R1921,female,18.7,trust,6
stela,female,23,R1921,female,18.7,trust,4
tamara,female,25,R1921,female,18.7,trust,4
valerie,female,23,R1921,female,18.7,trust,5
viktoria,female,20,R1921,female,18.7,trust,3
viola,female,28,R1921,female,18.7,trust,3
vlasta,female,20,R1921,female,18.7,trust,2
zelmira,female,26,R1921,female,18.7,trust,3
zita,female,32,R1921,female,18.7,trust,2
zlata,female,25,R1921,female,18.7,trust,2
zlatica,female,31,R1921,female,18.7,trust,4
zora,female,33,R1921,female,18.7,trust,6
agata,female,29,R1922,female,36.5,trust,5
alexandra,female,22,R1922,female,36.5,trust,1
alica,female,18,R1922,female,36.5,trust,4
anastazie,female,22,R1922,female,36.5,trust,1
andrea,female,20,R1922,female,36.5,trust,4
anezka,female,26,R1922,female,36.5,trust,1
apolena,female,18,R1922,female,36.5,trust,3
bera,female,22,R1922,female,36.5,trust,5
blazana,female,27,R1922,female,36.5,trust,3
bohdana,female,22,R1922,female,36.5,trust,4
christianne,female,29,R1922,female,36.5,trust,4
darjal,female,20,R1922,female,36.5,trust,3
dobromila,female,23,R1922,female,36.5,trust,4
dorota,female,26,R1922,female,36.5,trust,2
edita,female,19,R1922,female,36.5,trust,1
eleanora,female,22,R1922,female,36.5,trust,1
elena,female,23,R1922,female,36.5,trust,3
ema,female,22,R1922,female,36.5,trust,4
gabriela,female,24,R1922,female,36.5,trust,5
galina,female,20,R1922,female,36.5,trust,1
gejza,female,25,R1922,female,36.5,trust,1
ida,female,21,R1922,female,36.5,trust,3
ingrid,female,24,R1922,female,36.5,trust,4
ingrida,female,31,R1922,female,36.5,trust,4
irena,female,23,R1922,female,36.5,trust,4
jitka,female,30,R1922,female,36.5,trust,2
karina,female,30,R1922,female,36.5,trust,4
katy,female,27,R1922,female,36.5,trust,5
livia,female,19,R1922,female,36.5,trust,1
marika,female,20,R1922,female,36.5,trust,3
matylda,female,20,R1922,female,36.5,trust,1
milena,female,32,R1922,female,36.5,trust,5
miloslava,female,23,R1922,female,36.5,trust,3
nicol,female,26,R1922,female,36.5,trust,4
perla,female,25,R1922,female,36.5,trust,4
radmila,female,28,R1922,female,36.5,trust,4
roxanne,female,26,R1922,female,36.5,trust,2
saskie,female,20,R1922,female,36.5,trust,1
slavena,female,23,R1922,female,36.5,trust,5
stela,female,23,R1922,female,36.5,trust,4
tamara,female,25,R1922,female,36.5,trust,1
valerie,female,23,R1922,female,36.5,trust,1
viktoria,female,20,R1922,female,36.5,trust,1
viola,female,28,R1922,female,36.5,trust,4
vlasta,female,20,R1922,female,36.5,trust,4
zelmira,female,26,R1922,female,36.5,trust,3
zita,female,32,R1922,female,36.5,trust,1
zlata,female,25,R1922,female,36.5,trust,5
zlatica,female,31,R1922,female,36.5,trust,4
zora,female,33,R1922,female,36.5,trust,2
agata,female,29,R1923,female,27.2,trust,3
alexandra,female,22,R1923,female,27.2,trust,4
alica,female,18,R1923,female,27.2,trust,3
anastazie,female,22,R1923,female,27.2,trust,2
andrea,female,20,R1923,female,27.2,trust,3
anezka,female,26,R1923,female,27.2,trust,6
apolena,female,18,R1923,female,27.2,trust,4
bera,female,22,R1923,female,27.2,trust,1
blazana,female,27,R1923,female,27.2,trust,3
bohdana,female,22,R1923,female,27.2,trust,6
christianne,female,29,R1923,female,27.2,trust,5
darjal,female,20,R1923,female,27.2,trust,5
dobromila,female,23,R1923,female,27.2,trust,1
dorota,female,26,R1923,female,27.2,trust,4
edita,female,19,R1923,female,27.2,trust,2
eleanora,female,22,R1923,female,27.2,trust,7
elena,female,23,R1923,female,27.2,trust,2
ema,female,22,R1923,female,27.2,trust,4
gabriela,female,24,R1923,female,27.2,trust,5
galina,female,20,R1923,female,27.2,trust,2
gejza,female,25,R1923,female,27.2,trust,1
ida,female,21,R1923,female,27.2,trust,5
ingrid,female,24,R1923,female,27.2,trust,6
ingrida,female,31,R1923,female,27.2,trust,5
irena,female,23,R1923,female,27.2,trust,2
jitka,female,30,R1923,female,27.2,trust,7
karina,female,30,R1923,female,27.2,trust,5
katy,female,27,R1923,female,27.2,trust,1
livia,female,19,R1923,female,27.2,trust,2
marika,female,20,R1923,female,27.2,trust,6
matylda,female,20,R1923,female,27.2,trust,1
milena,female,32,R1923,female,27.2,trust,1
miloslava,female,23,R1923,female,27.2,trust,4
nicol,female,26,R1923,female,27.2,trust,2
perla,female,25,R1923,female,27.2,trust,5
radmila,female,28,R1923,female,27.2,trust,5
roxanne,female,26,R1923,female,27.2,trust,6
saskie,female,20,R1923,female,27.2,trust,6
slavena,female,23,R1923,female,27.2,trust,3
stela,female,23,R1923,female,27.2,trust,2
tamara,female,25,R1923,female,27.2,trust,7
valerie,female,23,R1923,female,27.2,trust,1
viktoria,female,20,R1923,female,27.2,trust,5
viola,female,28,R1923,female,27.2,trust,6
vlasta,female,20,R1923,female,27.2,trust,5
zelmira,female,26,R1923,female,27.2,trust,1
zita,female,32,R1923,female,27.2,trust,3
zlata,female,25,R1923,female,27.2,trust,1
zlatica,female,31,R1923,female,27.2,trust,4
zora,female,33,R1923,female,27.2,trust,4
agata,female,29,R1924,female,27.8,trust,4
alexandra,female,22,R1924,female,27.8,trust,3
alica,female,18,R1924,female,27.8,trust,4
anastazie,female,22,R1924,female,27.8,trust,2
andrea,female,20,R1924,female,27.8,trust,2
anezka,female,26,R1924,female,27.8,trust,4
apolena,female,18,R1924,female,27.8,trust,5
bera,female,22,R1924,female,27.8,trust,3
blazana,female,27,R1924,female,27.8,trust,4
bohdana,female,22,R1924,female,27.8,trust,6
christianne,female,29,R1924,female,27.8,trust,5
darjal,female,20,R1924,female,27.8,trust,6
dobromila,female,23,R1924,female,27.8,trust,2
dorota,female,26,R1924,female,27.8,trust,3
edita,female,19,R1924,female,27.8,trust,3
eleanora,female,22,R1924,female,27.8,trust,3
elena,female,23,R1924,female,27.8,trust,4
ema,female,22,R1924,female,27.8,trust,5
gabriela,female,24,R1924,female,27.8,trust,7
galina,female,20,R1924,female,27.8,trust,2
gejza,female,25,R1924,female,27.8,trust,3
ida,female,21,R1924,female,27.8,trust,2
ingrid,female,24,R1924,female,27.8,trust,4
ingrida,female,31,R1924,female,27.8,trust,5
irena,female,23,R1924,female,27.8,trust,3
jitka,female,30,R1924,female,27.8,trust,4
karina,female,30,R1924,female,27.8,trust,6
katy,female,27,R1924,female,27.8,trust,5
livia,female,19,R1924,female,27.8,trust,3
marika,female,20,R1924,female,27.8,trust,2
matylda,female,20,R1924,female,27.8,trust,3
milena,female,32,R1924,female,27.8,trust,3
miloslava,female,23,R1924,female,27.8,trust,4
nicol,female,26,R1924,female,27.8,trust,4
perla,female,25,R1924,female,27.8,trust,6
radmila,female,28,R1924,female,27.8,trust,4
roxanne,female,26,R1924,female,27.8,trust,4
saskie,female,20,R1924,female,27.8,trust,2
slavena,female,23,R1924,female,27.8,trust,3
stela,female,23,R1924,female,27.8,trust,4
tamara,female,25,R1924,female,27.8,trust,4
valerie,female,23,R1924,female,27.8,trust,3
viktoria,female,20,R1924,female,27.8,trust,4
viola,female,28,R1924,female,27.8,trust,5
vlasta,female,20,R1924,female,27.8,trust,4
zelmira,female,26,R1924,female,27.8,trust,2
zita,female,32,R1924,female,27.8,trust,5
zlata,female,25,R1924,female,27.8,trust,4
zlatica,female,31,R1924,female,27.8,trust,4
zora,female,33,R1924,female,27.8,trust,5
agata,female,29,R1925,female,22.7,trust,3
alexandra,female,22,R1925,female,22.7,trust,3
alica,female,18,R1925,female,22.7,trust,3
anastazie,female,22,R1925,female,22.7,trust,2
andrea,female,20,R1925,female,22.7,trust,4
anezka,female,26,R1925,female,22.7,trust,2
apolena,female,18,R1925,female,22.7,trust,3
bera,female,22,R1925,female,22.7,trust,2
blazana,female,27,R1925,female,22.7,trust,3
bohdana,female,22,R1925,female,22.7,trust,6
christianne,female,29,R1925,female,22.7,trust,2
darjal,female,20,R1925,female,22.7,trust,4
dobromila,female,23,R1925,female,22.7,trust,4
dorota,female,26,R1925,female,22.7,trust,2
edita,female,19,R1925,female,22.7,trust,2
eleanora,female,22,R1925,female,22.7,trust,3
elena,female,23,R1925,female,22.7,trust,3
ema,female,22,R1925,female,22.7,trust,3
gabriela,female,24,R1925,female,22.7,trust,3
galina,female,20,R1925,female,22.7,trust,2
gejza,female,25,R1925,female,22.7,trust,3
ida,female,21,R1925,female,22.7,trust,3
ingrid,female,24,R1925,female,22.7,trust,2
ingrida,female,31,R1925,female,22.7,trust,4
irena,female,23,R1925,female,22.7,trust,3
jitka,female,30,R1925,female,22.7,trust,4
karina,female,30,R1925,female,22.7,trust,3
katy,female,27,R1925,female,22.7,trust,5
livia,female,19,R1925,female,22.7,trust,3
marika,female,20,R1925,female,22.7,trust,3
matylda,female,20,R1925,female,22.7,trust,2
milena,female,32,R1925,female,22.7,trust,2
miloslava,female,23,R1925,female,22.7,trust,4
nicol,female,26,R1925,female,22.7,trust,3
perla,female,25,R1925,female,22.7,trust,4
radmila,female,28,R1925,female,22.7,trust,3
roxanne,female,26,R1925,female,22.7,trust,4
saskie,female,20,R1925,female,22.7,trust,4
slavena,female,23,R1925,female,22.7,trust,3
stela,female,23,R1925,female,22.7,trust,2
tamara,female,25,R1925,female,22.7,trust,3
valerie,female,23,R1925,female,22.7,trust,2
viktoria,female,20,R1925,female,22.7,trust,3
viola,female,28,R1925,female,22.7,trust,4
vlasta,female,20,R1925,female,22.7,trust,3
zelmira,female,26,R1925,female,22.7,trust,2
zita,female,32,R1925,female,22.7,trust,3
zlata,female,25,R1925,female,22.7,trust,3
zlatica,female,31,R1925,female,22.7,trust,3
zora,female,33,R1925,female,22.7,trust,3
agata,female,29,R1926,female,25.8,trust,5
alexandra,female,22,R1926,female,25.8,trust,1
alica,female,18,R1926,female,25.8,trust,1
anastazie,female,22,R1926,female,25.8,trust,5
andrea,female,20,R1926,female,25.8,trust,7
anezka,female,26,R1926,female,25.8,trust,1
apolena,female,18,R1926,female,25.8,trust,1
bera,female,22,R1926,female,25.8,trust,6
blazana,female,27,R1926,female,25.8,trust,1
bohdana,female,22,R1926,female,25.8,trust,6
christianne,female,29,R1926,female,25.8,trust,1
darjal,female,20,R1926,female,25.8,trust,1
dobromila,female,23,R1926,female,25.8,trust,1
dorota,female,26,R1926,female,25.8,trust,1
edita,female,19,R1926,female,25.8,trust,1
eleanora,female,22,R1926,female,25.8,trust,7
elena,female,23,R1926,female,25.8,trust,1
ema,female,22,R1926,female,25.8,trust,1
gabriela,female,24,R1926,female,25.8,trust,7
galina,female,20,R1926,female,25.8,trust,1
gejza,female,25,R1926,female,25.8,trust,1
ida,female,21,R1926,female,25.8,trust,1
ingrid,female,24,R1926,female,25.8,trust,1
ingrida,female,31,R1926,female,25.8,trust,5
irena,female,23,R1926,female,25.8,trust,1
jitka,female,30,R1926,female,25.8,trust,7
karina,female,30,R1926,female,25.8,trust,7
katy,female,27,R1926,female,25.8,trust,1
livia,female,19,R1926,female,25.8,trust,1
marika,female,20,R1926,female,25.8,trust,1
matylda,female,20,R1926,female,25.8,trust,1
milena,female,32,R1926,female,25.8,trust,1
miloslava,female,23,R1926,female,25.8,trust,1
nicol,female,26,R1926,female,25.8,trust,1
perla,female,25,R1926,female,25.8,trust,6
radmila,female,28,R1926,female,25.8,trust,7
roxanne,female,26,R1926,female,25.8,trust,1
saskie,female,20,R1926,female,25.8,trust,5
slavena,female,23,R1926,female,25.8,trust,1
stela,female,23,R1926,female,25.8,trust,5
tamara,female,25,R1926,female,25.8,trust,3
valerie,female,23,R1926,female,25.8,trust,1
viktoria,female,20,R1926,female,25.8,trust,1
viola,female,28,R1926,female,25.8,trust,1
vlasta,female,20,R1926,female,25.8,trust,1
zelmira,female,26,R1926,female,25.8,trust,1
zita,female,32,R1926,female,25.8,trust,1
zlata,female,25,R1926,female,25.8,trust,1
zlatica,female,31,R1926,female,25.8,trust,1
zora,female,33,R1926,female,25.8,trust,1
agata,female,29,R1927,female,18.3,trust,5
alexandra,female,22,R1927,female,18.3,trust,2
alica,female,18,R1927,female,18.3,trust,4
anastazie,female,22,R1927,female,18.3,trust,4
andrea,female,20,R1927,female,18.3,trust,2
anezka,female,26,R1927,female,18.3,trust,3
apolena,female,18,R1927,female,18.3,trust,4
bera,female,22,R1927,female,18.3,trust,6
blazana,female,27,R1927,female,18.3,trust,4
bohdana,female,22,R1927,female,18.3,trust,6
christianne,female,29,R1927,female,18.3,trust,3
darjal,female,20,R1927,female,18.3,trust,5
dobromila,female,23,R1927,female,18.3,trust,3
dorota,female,26,R1927,female,18.3,trust,5
edita,female,19,R1927,female,18.3,trust,4
eleanora,female,22,R1927,female,18.3,trust,4
elena,female,23,R1927,female,18.3,trust,3
ema,female,22,R1927,female,18.3,trust,3
gabriela,female,24,R1927,female,18.3,trust,6
galina,female,20,R1927,female,18.3,trust,4
gejza,female,25,R1927,female,18.3,trust,3
ida,female,21,R1927,female,18.3,trust,3
ingrid,female,24,R1927,female,18.3,trust,4
ingrida,female,31,R1927,female,18.3,trust,3
irena,female,23,R1927,female,18.3,trust,2
jitka,female,30,R1927,female,18.3,trust,4
karina,female,30,R1927,female,18.3,trust,3
katy,female,27,R1927,female,18.3,trust,3
livia,female,19,R1927,female,18.3,trust,5
marika,female,20,R1927,female,18.3,trust,3
matylda,female,20,R1927,female,18.3,trust,3
milena,female,32,R1927,female,18.3,trust,3
miloslava,female,23,R1927,female,18.3,trust,4
nicol,female,26,R1927,female,18.3,trust,3
perla,female,25,R1927,female,18.3,trust,5
radmila,female,28,R1927,female,18.3,trust,2
roxanne,female,26,R1927,female,18.3,trust,3
saskie,female,20,R1927,female,18.3,trust,4
slavena,female,23,R1927,female,18.3,trust,4
stela,female,23,R1927,female,18.3,trust,4
tamara,female,25,R1927,female,18.3,trust,4
valerie,female,23,R1927,female,18.3,trust,1
viktoria,female,20,R1927,female,18.3,trust,5
viola,female,28,R1927,female,18.3,trust,3
vlasta,female,20,R1927,female,18.3,trust,3
zelmira,female,26,R1927,female,18.3,trust,4
zita,female,32,R1927,female,18.3,trust,4
zlata,female,25,R1927,female,18.3,trust,2
zlatica,female,31,R1927,female,18.3,trust,3
zora,female,33,R1927,female,18.3,trust,3
agata,female,29,R1928,female,22,trust,2
alexandra,female,22,R1928,female,22,trust,3
alica,female,18,R1928,female,22,trust,2
anastazie,female,22,R1928,female,22,trust,3
andrea,female,20,R1928,female,22,trust,3
anezka,female,26,R1928,female,22,trust,5
apolena,female,18,R1928,female,22,trust,3
bera,female,22,R1928,female,22,trust,7
blazana,female,27,R1928,female,22,trust,3
bohdana,female,22,R1928,female,22,trust,7
christianne,female,29,R1928,female,22,trust,4
darjal,female,20,R1928,female,22,trust,3
dobromila,female,23,R1928,female,22,trust,1
dorota,female,26,R1928,female,22,trust,3
edita,female,19,R1928,female,22,trust,2
eleanora,female,22,R1928,female,22,trust,3
elena,female,23,R1928,female,22,trust,2
ema,female,22,R1928,female,22,trust,4
gabriela,female,24,R1928,female,22,trust,2
galina,female,20,R1928,female,22,trust,3
gejza,female,25,R1928,female,22,trust,2
ida,female,21,R1928,female,22,trust,5
ingrid,female,24,R1928,female,22,trust,3
ingrida,female,31,R1928,female,22,trust,3
irena,female,23,R1928,female,22,trust,5
jitka,female,30,R1928,female,22,trust,5
karina,female,30,R1928,female,22,trust,5
katy,female,27,R1928,female,22,trust,4
livia,female,19,R1928,female,22,trust,3
marika,female,20,R1928,female,22,trust,3
matylda,female,20,R1928,female,22,trust,3
milena,female,32,R1928,female,22,trust,3
miloslava,female,23,R1928,female,22,trust,4
nicol,female,26,R1928,female,22,trust,2
perla,female,25,R1928,female,22,trust,5
radmila,female,28,R1928,female,22,trust,4
roxanne,female,26,R1928,female,22,trust,2
saskie,female,20,R1928,female,22,trust,2
slavena,female,23,R1928,female,22,trust,3
stela,female,23,R1928,female,22,trust,3
tamara,female,25,R1928,female,22,trust,2
valerie,female,23,R1928,female,22,trust,1
viktoria,female,20,R1928,female,22,trust,5
viola,female,28,R1928,female,22,trust,4
vlasta,female,20,R1928,female,22,trust,4
zelmira,female,26,R1928,female,22,trust,2
zita,female,32,R1928,female,22,trust,6
zlata,female,25,R1928,female,22,trust,2
zlatica,female,31,R1928,female,22,trust,1
zora,female,33,R1928,female,22,trust,3
agata,female,29,R1929,female,28.8,trust,3
alexandra,female,22,R1929,female,28.8,trust,2
alica,female,18,R1929,female,28.8,trust,4
anastazie,female,22,R1929,female,28.8,trust,2
andrea,female,20,R1929,female,28.8,trust,5
anezka,female,26,R1929,female,28.8,trust,2
apolena,female,18,R1929,female,28.8,trust,3
bera,female,22,R1929,female,28.8,trust,4
blazana,female,27,R1929,female,28.8,trust,2
bohdana,female,22,R1929,female,28.8,trust,5
christianne,female,29,R1929,female,28.8,trust,5
darjal,female,20,R1929,female,28.8,trust,4
dobromila,female,23,R1929,female,28.8,trust,3
dorota,female,26,R1929,female,28.8,trust,2
edita,female,19,R1929,female,28.8,trust,4
eleanora,female,22,R1929,female,28.8,trust,4
elena,female,23,R1929,female,28.8,trust,5
ema,female,22,R1929,female,28.8,trust,4
gabriela,female,24,R1929,female,28.8,trust,5
galina,female,20,R1929,female,28.8,trust,1
gejza,female,25,R1929,female,28.8,trust,2
ida,female,21,R1929,female,28.8,trust,5
ingrid,female,24,R1929,female,28.8,trust,4
ingrida,female,31,R1929,female,28.8,trust,5
irena,female,23,R1929,female,28.8,trust,4
jitka,female,30,R1929,female,28.8,trust,5
karina,female,30,R1929,female,28.8,trust,5
katy,female,27,R1929,female,28.8,trust,5
livia,female,19,R1929,female,28.8,trust,3
marika,female,20,R1929,female,28.8,trust,4
matylda,female,20,R1929,female,28.8,trust,2
milena,female,32,R1929,female,28.8,trust,4
miloslava,female,23,R1929,female,28.8,trust,3
nicol,female,26,R1929,female,28.8,trust,3
perla,female,25,R1929,female,28.8,trust,4
radmila,female,28,R1929,female,28.8,trust,4
roxanne,female,26,R1929,female,28.8,trust,4
saskie,female,20,R1929,female,28.8,trust,5
slavena,female,23,R1929,female,28.8,trust,4
stela,female,23,R1929,female,28.8,trust,4
tamara,female,25,R1929,female,28.8,trust,4
valerie,female,23,R1929,female,28.8,trust,2
viktoria,female,20,R1929,female,28.8,trust,5
viola,female,28,R1929,female,28.8,trust,4
vlasta,female,20,R1929,female,28.8,trust,3
zelmira,female,26,R1929,female,28.8,trust,1
zita,female,32,R1929,female,28.8,trust,6
zlata,female,25,R1929,female,28.8,trust,2
zlatica,female,31,R1929,female,28.8,trust,1
zora,female,33,R1929,female,28.8,trust,4
agata,female,29,R1930,female,22.8,trust,4
alexandra,female,22,R1930,female,22.8,trust,2
alica,female,18,R1930,female,22.8,trust,4
anastazie,female,22,R1930,female,22.8,trust,2
andrea,female,20,R1930,female,22.8,trust,4
anezka,female,26,R1930,female,22.8,trust,2
apolena,female,18,R1930,female,22.8,trust,4
bera,female,22,R1930,female,22.8,trust,7
blazana,female,27,R1930,female,22.8,trust,4
bohdana,female,22,R1930,female,22.8,trust,6
christianne,female,29,R1930,female,22.8,trust,5
darjal,female,20,R1930,female,22.8,trust,2
dobromila,female,23,R1930,female,22.8,trust,4
dorota,female,26,R1930,female,22.8,trust,3
edita,female,19,R1930,female,22.8,trust,3
eleanora,female,22,R1930,female,22.8,trust,4
elena,female,23,R1930,female,22.8,trust,4
ema,female,22,R1930,female,22.8,trust,4
gabriela,female,24,R1930,female,22.8,trust,4
galina,female,20,R1930,female,22.8,trust,3
gejza,female,25,R1930,female,22.8,trust,2
ida,female,21,R1930,female,22.8,trust,5
ingrid,female,24,R1930,female,22.8,trust,3
ingrida,female,31,R1930,female,22.8,trust,5
irena,female,23,R1930,female,22.8,trust,3
jitka,female,30,R1930,female,22.8,trust,6
karina,female,30,R1930,female,22.8,trust,5
katy,female,27,R1930,female,22.8,trust,5
livia,female,19,R1930,female,22.8,trust,2
marika,female,20,R1930,female,22.8,trust,5
matylda,female,20,R1930,female,22.8,trust,2
milena,female,32,R1930,female,22.8,trust,3
miloslava,female,23,R1930,female,22.8,trust,3
nicol,female,26,R1930,female,22.8,trust,3
perla,female,25,R1930,female,22.8,trust,6
radmila,female,28,R1930,female,22.8,trust,4
roxanne,female,26,R1930,female,22.8,trust,2
saskie,female,20,R1930,female,22.8,trust,4
slavena,female,23,R1930,female,22.8,trust,5
stela,female,23,R1930,female,22.8,trust,4
tamara,female,25,R1930,female,22.8,trust,3
valerie,female,23,R1930,female,22.8,trust,1
viktoria,female,20,R1930,female,22.8,trust,4
viola,female,28,R1930,female,22.8,trust,5
vlasta,female,20,R1930,female,22.8,trust,4
zelmira,female,26,R1930,female,22.8,trust,3
zita,female,32,R1930,female,22.8,trust,2
zlata,female,25,R1930,female,22.8,trust,5
zlatica,female,31,R1930,female,22.8,trust,2
zora,female,33,R1930,female,22.8,trust,5
agata,female,29,R1931,female,19.2,trust,3
alexandra,female,22,R1931,female,19.2,trust,2
alica,female,18,R1931,female,19.2,trust,5
anastazie,female,22,R1931,female,19.2,trust,3
andrea,female,20,R1931,female,19.2,trust,4
anezka,female,26,R1931,female,19.2,trust,3
apolena,female,18,R1931,female,19.2,trust,3
bera,female,22,R1931,female,19.2,trust,5
blazana,female,27,R1931,female,19.2,trust,3
bohdana,female,22,R1931,female,19.2,trust,6
christianne,female,29,R1931,female,19.2,trust,3
darjal,female,20,R1931,female,19.2,trust,3
dobromila,female,23,R1931,female,19.2,trust,3
dorota,female,26,R1931,female,19.2,trust,3
edita,female,19,R1931,female,19.2,trust,4
eleanora,female,22,R1931,female,19.2,trust,2
elena,female,23,R1931,female,19.2,trust,3
ema,female,22,R1931,female,19.2,trust,3
gabriela,female,24,R1931,female,19.2,trust,4
galina,female,20,R1931,female,19.2,trust,2
gejza,female,25,R1931,female,19.2,trust,3
ida,female,21,R1931,female,19.2,trust,2
ingrid,female,24,R1931,female,19.2,trust,3
ingrida,female,31,R1931,female,19.2,trust,4
irena,female,23,R1931,female,19.2,trust,4
jitka,female,30,R1931,female,19.2,trust,4
karina,female,30,R1931,female,19.2,trust,3
katy,female,27,R1931,female,19.2,trust,3
livia,female,19,R1931,female,19.2,trust,4
marika,female,20,R1931,female,19.2,trust,5
matylda,female,20,R1931,female,19.2,trust,3
milena,female,32,R1931,female,19.2,trust,4
miloslava,female,23,R1931,female,19.2,trust,4
nicol,female,26,R1931,female,19.2,trust,3
perla,female,25,R1931,female,19.2,trust,5
radmila,female,28,R1931,female,19.2,trust,5
roxanne,female,26,R1931,female,19.2,trust,4
saskie,female,20,R1931,female,19.2,trust,2
slavena,female,23,R1931,female,19.2,trust,2
stela,female,23,R1931,female,19.2,trust,4
tamara,female,25,R1931,female,19.2,trust,2
valerie,female,23,R1931,female,19.2,trust,2
viktoria,female,20,R1931,female,19.2,trust,5
viola,female,28,R1931,female,19.2,trust,5
vlasta,female,20,R1931,female,19.2,trust,4
zelmira,female,26,R1931,female,19.2,trust,3
zita,female,32,R1931,female,19.2,trust,2
zlata,female,25,R1931,female,19.2,trust,3
zlatica,female,31,R1931,female,19.2,trust,2
zora,female,33,R1931,female,19.2,trust,2
agata,female,29,R1932,female,27.5,trust,4
alexandra,female,22,R1932,female,27.5,trust,2
alica,female,18,R1932,female,27.5,trust,4
anastazie,female,22,R1932,female,27.5,trust,2
andrea,female,20,R1932,female,27.5,trust,4
anezka,female,26,R1932,female,27.5,trust,4
apolena,female,18,R1932,female,27.5,trust,5
bera,female,22,R1932,female,27.5,trust,3
blazana,female,27,R1932,female,27.5,trust,5
bohdana,female,22,R1932,female,27.5,trust,5
christianne,female,29,R1932,female,27.5,trust,4
darjal,female,20,R1932,female,27.5,trust,3
dobromila,female,23,R1932,female,27.5,trust,2
dorota,female,26,R1932,female,27.5,trust,2
edita,female,19,R1932,female,27.5,trust,4
eleanora,female,22,R1932,female,27.5,trust,3
elena,female,23,R1932,female,27.5,trust,5
ema,female,22,R1932,female,27.5,trust,4
gabriela,female,24,R1932,female,27.5,trust,5
galina,female,20,R1932,female,27.5,trust,1
gejza,female,25,R1932,female,27.5,trust,5
ida,female,21,R1932,female,27.5,trust,5
ingrid,female,24,R1932,female,27.5,trust,3
ingrida,female,31,R1932,female,27.5,trust,4
irena,female,23,R1932,female,27.5,trust,4
jitka,female,30,R1932,female,27.5,trust,3
